review_id,trip_id,reviewer_id,reviewee_id,rating,comment,reviewed_at
195,254,1270,341,4,,2022-04-29 22:01:59
196,255,1270,1135,4,"Great rider, very polite.",2023-09-06 19:24:41
197,257,1946,1561,3,,2023-06-11 01:32:44
198,258,1946,602,4,,2023-02-28 09:49:04
199,258,602,1946,4,Super friendly and helpful.,2023-02-28 10:20:04
200,259,506,1946,4,Super friendly and helpful.,2023-11-29 13:30:49
201,263,1286,1021,2,"Great driver, very professional!",2022-05-05 07:04:33
202,264,1021,1311,4,Very courteous driver.,2023-01-13 03:12:41
203,267,1021,201,5,"Great driver, very professional!",2022-08-25 19:24:21
204,268,1021,1713,4,,2023-11-30 22:37:02
205,268,1713,1021,4,,2023-11-30 22:28:02
206,269,1021,1479,5,,2024-06-25 22:23:41
207,270,1021,1128,3,Trip was okay.,2022-01-16 20:09:45
208,270,1128,1021,3,"Smooth ride, on time.",2022-01-16 21:43:45
209,272,1021,996,3,Got there safely.,2023-12-24 18:01:19
210,273,1021,1794,5,,2023-03-10 13:24:30
211,273,1794,1021,4,"Smooth ride, on time.",2023-03-10 13:48:30
212,274,391,327,3,,2023-01-16 13:31:22
213,276,391,1207,4,,2024-04-20 06:12:23
214,277,391,1035,5,"5 stars, highly recommend!",2023-09-20 03:32:01
215,278,391,1965,3,Average experience.,2023-07-23 09:09:47
216,280,391,1623,4,"Great driver, very professional!",2022-07-28 05:19:17
217,281,225,1062,4,,2023-06-21 00:30:52
218,286,482,1494,3,,2023-03-20 22:31:10
219,288,482,201,5,"Great driver, very professional!",2023-05-08 12:40:18
220,288,201,482,3,"Great driver, very professional!",2023-05-08 12:47:18
221,289,482,1001,4,,2023-05-20 20:12:07
222,290,851,1450,4,Very clean car.,2024-02-20 09:45:27
223,292,1293,381,4,,2022-11-13 16:58:20
224,293,381,585,4,Loved the music selection!,2022-03-20 21:46:52
225,297,1553,119,4,,2022-05-24 08:39:13
226,297,119,1553,4,Very clean car.,2022-05-24 10:00:13
227,298,1553,630,2,Had trouble finding the pickup spot.,2022-02-05 15:29:09
228,299,1553,1584,4,,2023-08-31 05:25:29
229,301,1553,1443,4,,2022-05-25 07:09:18
230,301,1443,1553,3,"Excellent service, will ride again.",2022-05-25 08:16:18
231,303,1929,1955,5,Very courteous driver.,2023-03-13 12:47:52
232,307,1929,986,4,Car was spotless.,2022-01-09 02:52:30
233,309,1929,1350,4,,2023-04-28 22:14:12
234,309,1350,1929,4,Super friendly and helpful.,2023-04-28 22:57:12
235,311,1929,1654,2,,2023-07-20 17:08:31
236,311,1654,1929,2,"Great driver, very professional!",2023-07-20 15:25:31
237,312,1929,539,3,,2024-02-02 22:32:11
238,314,974,1929,4,"Excellent service, will ride again.",2023-11-14 15:10:51
239,316,1929,1001,5,Loved the music selection!,2023-09-13 22:32:35
240,316,1001,1929,3,"Excellent service, will ride again.",2023-09-13 23:20:35
241,318,1929,593,4,"5 stars, highly recommend!",2023-02-28 15:53:44
242,320,1929,1207,5,,2023-08-08 18:58:46
243,320,1207,1929,3,Very clean car.,2023-08-08 21:10:46
244,321,1929,202,4,,2023-08-30 19:44:07
245,322,5,1929,3,Very clean car.,2022-10-29 00:05:54
246,323,1929,1197,5,"5 stars, highly recommend!",2023-10-02 19:51:30
247,324,974,1929,3,,2024-01-07 06:01:33
248,326,1929,488,3,"OK trip, nothing special.",2022-08-03 17:24:42
249,327,417,1060,5,,2023-06-17 13:39:19
250,328,417,1649,2,Driver was rude.,2023-02-25 21:08:46
251,328,1649,417,4,,2023-02-25 20:59:46
252,329,417,1558,5,Fast and safe driver.,2022-11-27 17:07:35
253,330,417,155,4,,2022-03-24 10:24:33
254,331,417,833,5,,2023-06-09 20:26:16
255,332,417,1981,5,,2023-03-25 03:05:51
256,334,417,957,3,Nothing to complain about.,2022-07-13 18:12:33
257,335,417,1356,5,"5 stars, highly recommend!",2022-05-09 16:21:44
258,335,1356,417,3,"Great driver, very professional!",2022-05-09 17:08:44
259,338,417,136,4,,2023-07-19 08:38:02
260,338,136,417,3,Super friendly and helpful.,2023-07-19 08:24:02
261,340,417,1011,4,"5 stars, highly recommend!",2024-05-20 12:59:59
262,341,1198,417,4,"Smooth ride, on time.",2024-05-12 03:26:04
263,345,417,1373,5,Super friendly and helpful.,2022-04-05 11:35:50
264,346,651,1386,4,Very courteous driver.,2022-09-13 03:04:59
265,347,651,1654,5,,2022-08-29 03:37:44
266,348,651,782,2,,2022-04-03 03:19:57
267,352,651,24,3,,2022-09-24 23:34:18
268,354,651,1281,4,,2022-07-09 20:17:22
269,355,136,651,3,,2023-09-13 13:34:08
270,356,1592,1471,3,Nothing to complain about.,2023-09-14 19:22:01
271,357,1592,62,4,Car was spotless.,2024-06-19 16:22:13
272,357,62,1592,3,"Smooth ride, on time.",2024-06-19 16:06:13
273,358,1592,461,3,,2024-06-26 09:40:36
274,358,461,1592,3,Very clean car.,2024-06-26 07:59:36
275,359,1592,1328,4,"Smooth ride, on time.",2024-04-14 21:22:12
276,359,1328,1592,4,"Smooth ride, on time.",2024-04-14 22:11:12
277,360,412,627,4,Very clean car.,2022-01-20 16:56:08
278,361,627,883,4,"Quick and efficient, thanks!",2023-10-17 00:15:05
279,361,883,627,3,"Smooth ride, on time.",2023-10-17 00:19:05
280,362,627,1968,5,Very comfortable ride.,2023-07-26 04:01:05
281,363,1923,52,4,,2022-08-15 01:17:58
282,364,217,1053,2,Driver was rude.,2024-05-13 22:03:15
283,364,1053,217,4,Very clean car.,2024-05-13 22:44:15
284,365,1149,452,3,Nothing to complain about.,2022-11-25 04:17:33
285,365,452,1149,3,,2022-11-25 03:57:33
286,367,913,104,4,,2022-02-27 07:28:52
287,367,104,913,4,"Excellent service, will ride again.",2022-02-27 08:37:52
288,368,1290,1438,2,,2024-06-15 09:35:41
289,369,1290,506,4,,2024-03-30 21:15:01
290,370,1290,1700,4,Very courteous driver.,2023-09-15 02:41:20
291,370,1700,1290,4,"Excellent service, will ride again.",2023-09-15 03:53:20
292,371,1290,1736,4,"Easy pickup, no problems.",2023-06-08 07:52:36
293,372,766,1290,3,"Smooth ride, on time.",2022-04-26 18:16:17
294,373,1290,1948,5,Very clean car.,2022-11-14 00:50:44
295,374,1937,1290,4,Very clean car.,2023-03-19 21:35:27
296,375,1290,318,5,Very courteous driver.,2022-01-17 04:19:53
297,376,1555,1290,4,Super friendly and helpful.,2023-10-05 05:28:03
298,377,1290,643,5,,2023-07-19 02:05:47
299,378,1290,664,4,"Perfect trip, no issues.",2024-02-10 01:51:41
300,378,664,1290,5,"Great driver, very professional!",2024-02-10 00:42:41
301,379,1290,929,3,Decent experience.,2023-02-27 11:20:21
302,380,1290,1410,5,"Smooth ride, on time.",2023-11-16 07:32:57
303,381,1290,957,4,"Excellent service, will ride again.",2022-05-17 13:45:40
304,381,957,1290,4,,2022-05-17 13:16:40
305,382,1290,510,2,Driver was rude.,2023-11-23 11:21:39
306,382,510,1290,4,Very clean car.,2023-11-23 10:50:39
307,383,1290,553,4,,2024-02-22 01:01:01
308,384,1290,1983,3,,2023-03-12 16:53:12
309,385,1290,1839,4,,2023-05-28 16:36:14
310,388,164,1694,4,"Great driver, very professional!",2022-05-07 02:04:37
311,389,1302,1694,3,"Excellent service, will ride again.",2023-06-30 13:23:24
312,391,1694,1651,5,"Easy pickup, no problems.",2022-06-06 01:41:25
313,393,138,1607,4,,2022-05-24 23:40:56
314,396,1546,376,5,,2022-01-27 20:23:07
315,397,108,741,4,,2022-10-30 12:49:12
316,397,741,108,4,"Smooth ride, on time.",2022-10-30 13:54:12
317,399,536,1795,2,,2024-04-20 08:33:43
318,400,536,822,3,,2022-04-03 14:30:09
319,401,1429,1091,4,"5 stars, highly recommend!",2022-07-03 03:59:20
320,402,1164,1544,5,,2022-12-11 08:49:08
321,402,1544,1164,3,Super friendly and helpful.,2022-12-11 10:35:08
322,405,1164,1196,3,,2022-02-17 23:48:20
323,405,1196,1164,4,Very clean car.,2022-02-17 22:48:20
324,408,1164,1035,4,"Great rider, very polite.",2023-09-20 13:40:39
325,409,1164,728,5,,2023-02-12 11:45:50
326,411,1164,957,4,Very clean car.,2023-07-12 22:24:22
327,413,1164,1011,3,,2022-07-11 20:33:34
328,414,1164,789,3,Trip was okay.,2023-11-24 21:59:35
329,414,789,1164,4,Super friendly and helpful.,2023-11-24 20:58:35
330,415,1164,866,4,"Great driver, very professional!",2023-04-25 05:34:59
331,415,866,1164,4,"Excellent service, will ride again.",2023-04-25 04:12:59
332,417,1164,908,3,,2024-02-12 11:25:49
333,418,1869,1164,4,Super friendly and helpful.,2022-02-22 16:20:18
334,420,1164,412,5,,2022-11-06 13:50:20
335,421,1413,1257,3,Super friendly and helpful.,2023-03-24 16:41:48
336,427,1257,1373,4,,2024-01-06 13:32:33
337,428,1257,1981,5,"Excellent service, will ride again.",2022-10-31 14:57:53
338,429,1257,1471,5,,2023-05-23 22:53:32
339,431,1257,693,3,Nothing to complain about.,2023-09-09 08:26:29
340,432,1257,1981,4,Fast and safe driver.,2022-05-03 19:01:04
341,435,40,1257,3,Super friendly and helpful.,2022-08-10 03:39:37
342,436,1257,1198,4,,2024-01-14 22:42:10
343,438,1257,1134,3,Decent experience.,2023-04-03 13:30:16
344,439,1257,1724,3,Acceptable ride.,2024-03-24 05:48:51
345,440,1257,834,4,,2024-02-15 11:13:40
346,441,860,1257,4,"Great driver, very professional!",2022-11-30 02:30:03
347,442,1257,1947,5,,2023-03-27 07:08:01
348,443,1257,15,4,Loved the music selection!,2023-09-08 18:29:54
349,447,1990,271,5,,2023-11-01 09:59:38
350,447,271,1990,3,,2023-11-01 11:57:38
351,448,1720,1267,4,,2022-12-26 20:04:42
352,450,1720,759,4,Car was spotless.,2023-01-01 05:07:15
353,450,759,1720,4,Very clean car.,2023-01-01 06:01:15
354,451,1720,1400,4,,2023-01-28 03:59:35
355,453,702,741,3,,2023-09-04 22:01:02
356,455,702,1205,2,,2024-06-27 13:10:37
357,457,702,1197,3,Acceptable ride.,2022-06-15 03:42:37
358,458,702,647,4,Car was spotless.,2022-08-31 19:35:04
359,458,647,702,4,Very clean car.,2022-08-31 19:27:04
360,459,702,142,3,,2023-01-24 12:18:15
361,460,702,1684,3,Got there safely.,2023-12-07 14:49:25
362,461,702,230,3,,2022-03-12 01:37:14
363,463,702,1700,4,,2022-10-31 16:17:19
364,463,1700,702,4,,2022-10-31 18:21:19
365,466,702,571,5,,2023-04-01 18:52:10
366,468,702,1081,5,,2024-03-16 02:31:03
367,470,702,1207,4,"Great rider, very polite.",2024-02-09 06:38:57
368,470,1207,702,4,Super friendly and helpful.,2024-02-09 05:59:57
369,471,702,866,2,,2023-02-06 23:31:12
370,472,702,1293,4,,2022-01-12 09:16:32
371,472,1293,702,1,"Great driver, very professional!",2022-01-12 10:39:32
372,475,702,119,4,,2023-05-04 04:59:49
373,478,1608,872,3,,2023-06-06 13:13:46
374,479,872,1741,4,,2022-05-18 23:51:15
375,479,1741,872,4,,2022-05-19 00:31:15
376,480,872,630,2,Driver was late.,2022-06-28 15:57:23
377,481,872,190,4,"Excellent service, will ride again.",2023-10-26 13:34:46
378,481,190,872,4,"Great driver, very professional!",2023-10-26 13:15:46
379,483,1269,1084,3,,2023-12-28 00:59:45
380,483,1084,1269,5,"Smooth ride, on time.",2023-12-28 03:04:45
381,484,1269,136,4,,2022-07-06 02:36:29
382,488,1999,1909,3,"Excellent service, will ride again.",2023-11-17 16:02:17
383,492,622,1984,3,"OK trip, nothing special.",2024-05-05 19:06:39
384,493,622,7,3,,2023-12-18 12:38:32
385,493,7,622,4,,2023-12-18 11:09:32
386,494,622,1608,3,Trip was okay.,2023-07-16 19:13:18
387,495,622,957,5,Very comfortable ride.,2022-12-07 04:47:22
388,497,1549,878,4,Car was spotless.,2022-09-11 19:35:08
389,498,1549,408,2,Had trouble finding the pickup spot.,2022-11-08 10:57:30
390,498,408,1549,3,Super friendly and helpful.,2022-11-08 12:08:30
391,499,1549,1227,5,Super friendly and helpful.,2023-04-13 13:31:10
392,499,1227,1549,3,"Great driver, very professional!",2023-04-13 13:29:10
393,502,1549,1607,3,,2024-01-26 03:04:15
394,503,1549,2,5,,2022-06-03 00:28:03
395,505,1549,1544,4,,2023-04-17 05:41:50
396,507,1549,52,4,"Perfect trip, no issues.",2023-01-04 17:04:42
397,509,1186,334,4,,2023-11-26 10:54:59
398,511,1186,1881,4,,2022-03-01 21:56:53
399,513,1186,393,4,,2022-07-02 11:17:07
400,513,393,1186,3,Super friendly and helpful.,2022-07-02 11:28:07
401,514,1186,1206,5,"Quick and efficient, thanks!",2022-02-02 09:30:05
402,515,1186,412,3,Nothing to complain about.,2023-07-26 10:48:40
403,516,705,1186,3,Super friendly and helpful.,2023-06-07 16:49:39
404,517,1186,1380,3,Trip was okay.,2023-10-21 15:38:26
405,518,1186,1881,5,Very clean car.,2022-03-25 21:00:31
406,521,1186,1727,4,,2023-01-12 20:49:32
407,523,1186,544,5,"Easy pickup, no problems.",2022-03-09 22:56:40
408,524,1186,1574,2,,2023-11-05 10:24:27
409,525,1186,1400,5,,2022-09-21 12:08:39
410,528,1186,293,4,"Excellent service, will ride again.",2023-04-22 21:06:39
411,529,1186,1117,4,Super friendly and helpful.,2023-09-24 11:56:59
412,530,1186,1343,4,"Excellent service, will ride again.",2024-05-30 01:26:34
413,531,1186,645,4,,2023-06-05 09:06:34
414,534,1186,759,4,"Great driver, very professional!",2022-08-15 16:07:31
415,534,759,1186,4,"Smooth ride, on time.",2022-08-15 17:25:31
416,535,1186,1324,3,Got there safely.,2023-12-28 14:57:27
417,536,1186,1477,4,Fast and safe driver.,2024-02-04 06:47:43
418,538,1186,1606,4,Very comfortable ride.,2024-02-20 13:21:52
419,539,1606,1186,3,Very clean car.,2023-02-10 17:12:25
420,541,1186,1492,4,,2022-08-23 12:44:43
421,541,1492,1186,3,Very clean car.,2022-08-23 14:54:43
422,542,1186,498,4,Car was spotless.,2022-03-20 19:59:30
423,543,1186,570,5,,2023-09-28 04:42:18
424,543,570,1186,3,"Smooth ride, on time.",2023-09-28 05:40:18
425,544,1186,1841,4,"Easy pickup, no problems.",2022-10-16 10:14:32
426,545,1186,1324,3,Got there safely.,2022-03-16 01:26:11
427,546,1186,1709,3,,2022-03-09 04:17:30
428,549,1186,1991,3,"OK trip, nothing special.",2022-07-11 22:29:53
429,550,1186,898,4,,2023-03-23 17:07:12
430,550,898,1186,2,,2023-03-23 17:33:12
431,551,1186,202,3,,2023-03-17 08:07:29
432,552,1186,1492,3,,2023-09-11 12:03:48
433,552,1492,1186,3,Super friendly and helpful.,2023-09-11 12:58:48
434,553,1186,940,5,Very clean car.,2023-01-25 07:46:30
435,553,940,1186,3,"Smooth ride, on time.",2023-01-25 07:35:30
436,554,1186,1507,4,,2024-01-05 22:22:10
437,554,1507,1186,3,"Great driver, very professional!",2024-01-05 23:58:10
438,555,1186,1060,3,Got there safely.,2024-01-28 06:15:30
439,558,1186,65,5,,2024-06-22 15:21:53
440,559,1987,1186,4,,2023-10-03 12:11:51
441,561,1186,1812,3,"OK trip, nothing special.",2023-07-22 01:48:29
442,566,1186,132,3,Trip was okay.,2022-05-27 16:46:14
443,571,1186,176,3,,2022-06-21 22:53:59
444,571,176,1186,3,,2022-06-21 23:45:59
445,572,1186,957,4,Very comfortable ride.,2023-11-09 13:31:33
446,573,1186,147,4,Very comfortable ride.,2022-04-16 18:23:37
447,575,1410,1186,4,Very clean car.,2022-05-12 13:57:01
448,577,1186,1099,4,"Smooth ride, on time.",2023-07-17 10:17:16
449,578,1186,585,4,"5 stars, highly recommend!",2023-07-27 09:34:29
450,580,1186,1999,4,,2023-07-19 02:15:39
451,584,1373,1186,2,"Smooth ride, on time.",2022-05-19 10:51:06
452,585,1186,1941,3,,2024-05-12 10:20:52
453,589,1186,1739,3,,2023-06-06 11:55:51
